"Account","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","FiscalYear","Actual","App","Base_App","Base_PB","OCO_App","OCO_PB","PB","Quant_Actual","Quant_App","Quant_Base_App","Quant_Base_PB","Quant_OCO_App","Quant_OCO_PB","Quant_PB"
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0587","MAGTF EW for Aviation","A","Weapon System Cost","Add","U",2016,,0,7680,,0,,,,7680,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0588","MQ-8 Series","A","Weapon System Cost","Add","U",2016,,0,16304,,0,,,,16304,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0589","RQ-7 Series","A","Weapon System Cost","Add","U",2016,,0,3773,,0,,,,3773,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0590","V-22 (Tilt/Rotor  ACFT) Osprey","A","Weapon System Cost","Add","U",2016,,0,140408,,4900,,,,145308,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0592","F-35 STOVL Series","A","Weapon System Cost","Add","U",2016,,0,204464,,0,,,,204464,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0593","F-35 CV Series","A","Weapon System Cost","Add","U",2016,,0,48527,,0,,,,48527,0,,0,,
"1506N","05","Modification of Aircraft","01","Modification of Aircraft","0595","QRC","A","Weapon System Cost","Add","U",2016,,0,6885,,0,,,,6885,0,,0,,
"1506N","06","Aircraft Spares and Repair Parts","01","Aircraft Spares and Repair Parts","0605","Spares and Repair Parts","A","Weapon System Cost","Add","U",2016,,0,1463515,,0,,,,1463515,0,,0,,
"1506N","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","0705","Common Ground Equipment","A","Weapon System Cost","Add","U",2016,,0,417359,,0,,,,417359,0,,0,,
"1506N","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","0715","Aircraft Industrial Facilities","A","Weapon System Cost","Add","U",2016,,0,24010,,943,,,,24953,0,,0,,
"1506N","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","0720","War Consumables","A","Weapon System Cost","Add","U",2016,,0,38027,,0,,,,38027,0,,0,,
"1506N","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","0725","Other Production Charges","A","Weapon System Cost","Add","U",2016,,0,2455,,0,,,,2455,0,,0,,
"1506N","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","0735","Special Support Equipment","A","Weapon System Cost","Add","U",2016,,0,50859,,0,,,,50859,0,,0,,
"1506N","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","0740","First Destination Transportation","A","Weapon System Cost","Add","U",2016,,0,1801,,0,,,,1801,0,,0,,
"1506N","07","Aircraft Support Equip & Facilities","01","Aircraft Support Equip & Facilities","0790","Cancelled Account Adjustments","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","01","Ballistic Missiles","02","Modification of Missiles","1250","Trident II Mods","A","Weapon System Cost","Add","U",2016,,0,1089064,,0,,,,1089064,0,,0,,
"1507N","01","Ballistic Missiles","03","Support Equipment & Facilities","1350","Missile Industrial Facilities","A","Weapon System Cost","Add","U",2016,,0,6748,,0,,,,6748,0,,0,,
"1507N","02","Other Missiles","01","Strategic Missiles","2101","Tomahawk","A","Weapon System Cost","Add","U",2016,,149,202314,,0,,,,202314,149,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2206","AMRAAM","A","Weapon System Cost","Add","U",2016,,167,202773,,0,,,,202773,167,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2209","Sidewinder","A","Weapon System Cost","Add","U",2016,,227,92497,,0,,,,92497,227,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2230","JSOW","A","Weapon System Cost","Add","U",2016,,0,12919,,0,,,,12919,0,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2234","Standard Missile","A","Weapon System Cost","Add","U",2016,,113,417252,,0,,,,417252,113,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2242","Ram","A","Weapon System Cost","Add","U",2016,,90,74604,,0,,,,74604,90,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2248","Joint Air Ground Missile (JAGM)","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2254","Hellfire","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2255","Laser Maverick","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2264","Stand off Precision Guided Munitions (SOPGM)","A","Weapon System Cost","Add","U",2016,,27,3841,,0,,,,3841,27,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2280","Aerial Targets","A","Weapon System Cost","Add","U",2016,,0,40792,,0,,,,40792,0,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2290","Other Missile Support","A","Weapon System Cost","Add","U",2016,,0,1835,,0,,,,1835,0,,0,,
"1507N","02","Other Missiles","02","Tactical Missiles","2291","LRASM","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","02","Other Missiles","03","Modification of Missiles","2307","ESSM","A","Weapon System Cost","Add","U",2016,,30,37671,,0,,,,37671,30,,0,,
"1507N","02","Other Missiles","03","Modification of Missiles","2307","ESSM","B","Less: Advance Procurement (PY)","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","02","Other Missiles","03","Modification of Missiles","2307","ESSM","C","Advance Procurement (CY)","Add","U",2016,,0,54462,,0,,,,54462,0,,0,,
"1507N","02","Other Missiles","03","Modification of Missiles","2307","ESSM","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,54462,,0,,,,54462,0,,0,,
"1507N","02","Other Missiles","03","Modification of Missiles","2327","Harm Mods","A","Weapon System Cost","Add","U",2016,,0,120798,,0,,,,120798,0,,0,,
"1507N","02","Other Missiles","03","Modification of Missiles","2356","Standard Missiles Mods","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","02","Other Missiles","04","Support Equipment & Facilities","2420","Weapons Industrial Facilities","A","Weapon System Cost","Add","U",2016,,0,2397,,0,,,,2397,0,,0,,
"1507N","02","Other Missiles","04","Support Equipment & Facilities","2433","Fleet Satellite Comm Follow-On","A","Weapon System Cost","Add","U",2016,,0,34232,,0,,,,34232,0,,0,,
"1507N","02","Other Missiles","05","Ordnance Support Equipment","2500","Ordnance Support Equipment","A","Weapon System Cost","Add","U",2016,,0,34509,,0,,,,34509,0,,0,,
"1507N","03","Torpedoes and Related Equipment","01","Torpedoes and Related Equip","3113","SSTD","A","Weapon System Cost","Add","U",2016,,0,5580,,0,,,,5580,0,,0,,
"1507N","03","Torpedoes and Related Equipment","01","Torpedoes and Related Equip","3117","MK-48 Torpedo","A","Weapon System Cost","Add","U",2016,,8,60438,,0,,,,60438,8,,0,,
"1507N","03","Torpedoes and Related Equipment","01","Torpedoes and Related Equip","3141","ASW Targets","A","Weapon System Cost","Add","U",2016,,0,3353,,0,,,,3353,0,,0,,
"1507N","03","Torpedoes and Related Equipment","02","Mod of Torpedoes and Related Equip","3215","MK-54 Torpedo Mods","A","Weapon System Cost","Add","U",2016,,0,113219,,0,,,,113219,0,,0,,
"1507N","03","Torpedoes and Related Equipment","02","Mod of Torpedoes and Related Equip","3225","MK-48 Torpedo ADCAP Mods","A","Weapon System Cost","Add","U",2016,,0,56730,,0,,,,56730,0,,0,,
"1507N","03","Torpedoes and Related Equipment","02","Mod of Torpedoes and Related Equip","3231","Quickstrike Mine","A","Weapon System Cost","Add","U",2016,,0,10754,,0,,,,10754,0,,0,,
"1507N","03","Torpedoes and Related Equipment","03","Support Equipment","3301","Torpedo Support Equipment","A","Weapon System Cost","Add","U",2016,,0,62771,,0,,,,62771,0,,0,,
"1507N","03","Torpedoes and Related Equipment","03","Support Equipment","3302","ASW Range Support","A","Weapon System Cost","Add","U",2016,,0,3699,,0,,,,3699,0,,0,,
"1507N","03","Torpedoes and Related Equipment","04","Destination Transportation","2410","First Destination Transportation","A","Weapon System Cost","Add","U",2016,,0,3342,,0,,,,3342,0,,0,,
"1507N","04","Other Weapons","01","Guns and Gun Mounts","4129","Small Arms and Weapons","A","Weapon System Cost","Add","U",2016,,0,11937,,0,,,,11937,0,,0,,
"1507N","04","Other Weapons","02","Modification of Guns and Gun Mounts","4205","CIWS Mods","A","Weapon System Cost","Add","U",2016,,0,53147,,0,,,,53147,0,,0,,
"1507N","04","Other Weapons","02","Modification of Guns and Gun Mounts","4206","Coast Guard Weapons","A","Weapon System Cost","Add","U",2016,,0,14705,,0,,,,14705,0,,0,,
"1507N","04","Other Weapons","02","Modification of Guns and Gun Mounts","4217","Gun Mount Mods","A","Weapon System Cost","Add","U",2016,,0,63668,,0,,,,63668,0,,0,,
"1507N","04","Other Weapons","02","Modification of Guns and Gun Mounts","4221","LCS Module Weapons","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","04","Other Weapons","02","Modification of Guns and Gun Mounts","4223","Cruiser Modernization Weapons","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","04","Other Weapons","02","Modification of Guns and Gun Mounts","4225","Airborne Mine Neutralization Systems","A","Weapon System Cost","Add","U",2016,,0,7766,,0,,,,7766,0,,0,,
"1507N","04","Other Weapons","04","Other","4500","Cancelled Account Adjustments","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1507N","06","Spares and Repair Parts","01","Spares and Repair Parts","6120","Spares and Repair Parts","A","Weapon System Cost","Add","U",2016,,0,149725,,0,,,,149725,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0145","General Purpose Bombs","A","Weapon System Cost","Add","U",2016,,0,92180,,9715,,,,101895,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0151","Airborne Rockets, All Types","A","Weapon System Cost","Add","U",2016,,0,66224,,10913,,,,77137,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0155","Machine Gun Ammunition","A","Weapon System Cost","Add","U",2016,,0,16199,,3603,,,,19802,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0160","Practice Bombs","A","Weapon System Cost","Add","U",2016,,0,39365,,0,,,,39365,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0180","Cartridges & Cart Actuated Devices","A","Weapon System Cost","Add","U",2016,,0,48314,,0,,,,48314,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0182","Air Expendable Countermeasures","A","Weapon System Cost","Add","U",2016,,0,44953,,11982,,,,56935,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0194","JATOS","A","Weapon System Cost","Add","U",2016,,0,2806,,0,,,,2806,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0198","LRLAP 155MM Long Range Land Attack Projectile","A","Weapon System Cost","Add","U",2016,,0,5675,,0,,,,5675,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0250","5 Inch/54 Gun Ammunition","A","Weapon System Cost","Add","U",2016,,0,40994,,0,,,,40994,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0266","Intermediate Caliber Gun Ammunition","A","Weapon System Cost","Add","U",2016,,0,36715,,0,,,,36715,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0270","Other Ship Gun Ammunition","A","Weapon System Cost","Add","U",2016,,0,45483,,4674,,,,50157,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0335","Small Arms & Landing Party Ammo","A","Weapon System Cost","Add","U",2016,,0,52080,,3456,,,,55536,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0340","Pyrotechnic and Demolition","A","Weapon System Cost","Add","U",2016,,0,10809,,1989,,,,12798,0,,0,,
"1508N","01","Proc Ammo, Navy","01","Navy Ammunition","0400","Ammunition Less Than $5 Million","A","Weapon System Cost","Add","U",2016,,0,4469,,4674,,,,9143,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1000","Small Arms Ammunition","A","Weapon System Cost","Add","U",2016,,0,24575,,0,,,,24575,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1030","Linear Charges, All Types","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1050","40 Mm, All Types","A","Weapon System Cost","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1083","60mm, All Types","A","Weapon System Cost","Add","U",2016,,0,1849,,0,,,,1849,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1091","81mm, All Types","A","Weapon System Cost","Add","U",2016,,0,1000,,0,,,,1000,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1121","120mm, All Types","A","Weapon System Cost","Add","U",2016,,0,4826,,0,,,,4826,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1468","Grenades, All Types","A","Weapon System Cost","Add","U",2016,,0,1390,,0,,,,1390,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1471","Rockets, All Types","A","Weapon System Cost","Add","U",2016,,0,14967,,3993,,,,18960,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1473","Artillery, All Types","A","Weapon System Cost","Add","U",2016,,0,40669,,59150,,,,99819,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1500","Demolition Munitions, All Types","A","Weapon System Cost","Add","U",2016,,0,0,,518,,,,518,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1625","Fuze, All Types","A","Weapon System Cost","Add","U",2016,,0,27969,,3299,,,,31268,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1628","Non Lethals","A","Weapon System Cost","Add","U",2016,,0,3868,,0,,,,3868,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1630","Ammo Modernization","A","Weapon System Cost","Add","U",2016,,0,13322,,0,,,,13322,0,,0,,
"1508N","02","Proc Ammo, MC","01","Marine Corps Ammunition","1660","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2016,,0,11219,,0,,,,11219,0,,0,,
"1611N","01","Fleet Ballistic Missile Ships","01","Fleet Ballistic Missile Ships","1045","OHIO Replacement Submarine","C","Advance Procurement (CY)","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","01","Fleet Ballistic Missile Ships","01","Fleet Ballistic Missile Ships","1045","OHIO Replacement Submarine","C","C (FY 2017 for FY 2021) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2001","Carrier Replacement Program","L","Subsequent Full Funding for FY 2013","Add","U",2016,,0,1569571,,0,,,,1569571,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2001","Carrier Replacement Program","N","Completion PY Shipbuild for FY 2008","Add","U",2016,,0,123760,,0,,,,123760,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2001","Carrier Replacement Program","C","Advance Procurement (CY)","Add","U",2016,,0,862358,,0,,,,862358,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2001","Carrier Replacement Program","C","C (FY 2016 for FY 2018) (M)","Non-Add","U",2016,,0,862358,,0,,,,862358,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2001","Carrier Replacement Program","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","A","Weapon System Cost","Add","U",2016,,2,5376854,,0,,,,5376854,2,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-2030484,,0,,,,-2030484,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","C","Advance Procurement (CY)","Add","U",2016,,0,1971840,,0,,,,1971840,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","C","C (FY 2015 for FY 2017) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","C","C (FY 2015 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","C","C (FY 2016 for FY 2017) (M)","Non-Add","U",2016,,0,621904,,0,,,,621904,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","C","C (FY 2016 for FY 2018) (M)","Non-Add","U",2016,,0,1349936,,0,,,,1349936,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","C","C (FY 2017 for FY 2018) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2013","Virginia Class Submarine","C","C (FY 2017 for FY 2019) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","A","Weapon System Cost","Add","U",2016,,1,4718978,,0,,,,4718978,1,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-813319,,0,,,,-813319,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","E","Less: Subsequent Full Funding (FY)","Add","U",2016,,0,-3268071,,0,,,,-3268071,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","L","Subsequent Full Funding for FY 2016","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","N","Completion PY Shipbuild for FY 2012","Add","U",2016,,0,20029,,0,,,,20029,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","C","Advance Procurement (CY)","Add","U",2016,,0,14951,,0,,,,14951,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","C","C (FY 2015 for FY 2016) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","C","C (FY 2016 for FY 2020) (M)","Non-Add","U",2016,,0,14951,,0,,,,14951,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2086","CVN Refueling Overhauls","C","C (FY 2017 for FY 2020) (M)","Non-Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2119","DDG 1000","A","Weapon System Cost","Add","U",2016,,0,433404,,0,,,,433404,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","A","Weapon System Cost","Add","U",2016,,2,4505684,,0,,,,4505684,2,,0,,
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","B","Less: Advance Procurement (PY)","Add","U",2016,,0,-373034,,0,,,,-373034,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","N","Completion PY Shipbuild for FY 2010","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","N","Completion PY Shipbuild for FY 2011","Add","U",2016,,0,0,,0,,,,0,0,,0,,
"1611N","02","Other Warships","01","Other Warships","2122","DDG-51","N","Completion PY Shipbuild for FY 2012","Add","U",2016,,0,75014,,0,,,,75014,0,,0,,
